1,71.6,75.3,0.02252364158630371,0.0030498504638671875,7.653236389160156e-05,0.010008573532104492
1,68.7,76.2,0.018422365188598633,0.0027933120727539062,6.318092346191406e-05,0.009030580520629883
1,79.3,75.5,0.01794576644897461,0.002664804458618164,5.91278076171875e-05,0.008857488632202148
1,79.6,74.7,0.017597675323486328,0.0026960372924804688,5.650520324707031e-05,0.00863027572631836
1,74.0,74.1,0.01839900016784668,0.0026552677154541016,6.079673767089844e-05,0.008864402770996094
1,77.7,74.5,0.021137237548828125,0.003300189971923828,6.723403930664062e-05,0.009904146194458008
1,67.9,75.2,0.02215576171875,0.003077983856201172,0.00014066696166992188,0.012691020965576172
2,76.5,76.9,0.0366969108581543,0.0026819705963134766,0.00011467933654785156,0.018293380737304688
2,71.0,75.8,0.05142021179199219,0.015402078628540039,0.00021028518676757812,0.025809288024902344
2,80.3,76.1,0.036223411560058594,0.0026776790618896484,0.00012230873107910156,0.01720595359802246
2,81.2,78.1,0.04027843475341797,0.0031037330627441406,0.00014638900756835938,0.0199282169342041
2,71.9,75.5,0.05612325668334961,0.004475593566894531,0.001277923583984375,0.025789737701416016
2,60.0,76.3,0.04137992858886719,0.003075122833251953,0.0001456737518310547,0.02006983757019043
2,78.6,77.3,0.041017770767211914,0.003155231475830078,0.00014209747314453125,0.019776105880737305
3,78.5,76.4,0.055521249771118164,0.002869129180908203,0.00019407272338867188,0.026723623275756836
3,81.6,75.7,0.0672144889831543,0.003151416778564453,0.0001895427703857422,0.028687000274658203
3,76.8,76.0,0.11788487434387207,0.005727529525756836,0.0003731250762939453,0.05518293380737305
3,77.5,74.6,0.06066298484802246,0.0031137466430664062,0.00020742416381835938,0.02908015251159668
3,80.6,77.7,0.05998063087463379,0.0030832290649414062,0.00017714500427246094,0.02886366844177246
3,81.7,76.3,0.06045651435852051,0.0031197071075439453,0.0002219676971435547,0.0291595458984375
3,80.9,77.0,0.06151914596557617,0.004206418991088867,0.001026153564453125,0.034435272216796875
4,58.7,78.7,0.08260846138000488,0.0030841827392578125,0.00026154518127441406,0.039456844329833984
4,63.3,76.9,0.07853865623474121,0.002994060516357422,0.000232696533203125,0.03749823570251465
4,82.3,76.5,0.07206845283508301,0.002749204635620117,0.00020575523376464844,0.03632211685180664
4,68.2,76.0,0.08913803100585938,0.0037059783935546875,0.00032401084899902344,0.045977115631103516
4,74.3,75.5,0.14835810661315918,0.005735158920288086,0.0005345344543457031,0.0724647045135498
4,79.0,76.1,0.08687806129455566,0.00391387939453125,0.0003695487976074219,0.04862165451049805
4,68.4,77.1,0.08012795448303223,0.0032303333282470703,0.0002124309539794922,0.04328727722167969
5,80.5,76.5,0.0990898609161377,0.0030808448791503906,0.0003681182861328125,0.04938530921936035
5,79.2,76.2,0.09689497947692871,0.0031061172485351562,0.0003669261932373047,0.0488283634185791
5,78.8,76.2,0.10760235786437988,0.003393888473510742,0.0003001689910888672,0.05315113067626953
5,78.7,75.9,0.1029818058013916,0.0032529830932617188,0.0003342628479003906,0.048918724060058594
5,67.9,76.0,0.10715699195861816,0.003417491912841797,0.0003952980041503906,0.05290842056274414
5,69.4,76.1,0.1080329418182373,0.0033948421478271484,0.00038361549377441406,0.05350446701049805
5,73.9,77.0,0.10009145736694336,0.0030908584594726562,0.0003955364227294922,0.05042123794555664
6,61.3,77.3,0.2158336639404297,0.005701541900634766,0.0007278919219970703,0.10768556594848633
6,82.4,77.2,0.11560535430908203,0.0030670166015625,0.0003848075866699219,0.05805683135986328
6,70.5,76.7,0.11627507209777832,0.0031011104583740234,0.00038909912109375,0.05678749084472656
6,74.6,77.0,0.11540365219116211,0.003159761428833008,0.00041604042053222656,0.06080746650695801
6,78.4,77.2,0.13037586212158203,0.0034983158111572266,0.0004775524139404297,0.0629129409790039
6,81.1,79.6,0.11000919342041016,0.002819538116455078,0.0003948211669921875,0.05385637283325195
6,71.1,77.3,0.1312093734741211,0.0034437179565429688,0.0003941059112548828,0.06302380561828613
7,77.8,76.5,0.14934563636779785,0.003437042236328125,0.0004951953887939453,0.07207036018371582
7,54.4,77.2,0.1535499095916748,0.0034554004669189453,0.0005307197570800781,0.07429361343383789
7,79.8,76.5,0.134413480758667,0.0031714439392089844,0.0004506111145019531,0.06552481651306152
7,76.0,78.7,0.13476800918579102,0.0032286643981933594,0.0004763603210449219,0.06422948837280273
7,79.1,76.1,0.1555192470550537,0.0034821033477783203,0.0005660057067871094,0.07534956932067871
7,81.3,78.4,0.14379620552062988,0.003078937530517578,0.0004868507385253906,0.0673830509185791
7,78.8,78.5,0.13354825973510742,0.003416299819946289,0.0004189014434814453,0.07039189338684082
8,67.5,75.9,0.1505279541015625,0.003100156784057617,0.0004754066467285156,0.07408595085144043
8,67.9,76.7,0.17865753173828125,0.003506183624267578,0.0006361007690429688,0.08497810363769531
8,81.4,76.3,0.17483830451965332,0.0034499168395996094,0.0006282329559326172,0.08400893211364746
8,65.7,75.9,0.15477395057678223,0.0031147003173828125,0.0005097389221191406,0.07441449165344238
8,67.7,77.2,0.14780712127685547,0.002824544906616211,0.0005009174346923828,0.07431650161743164
8,81.3,77.2,0.17423582077026367,0.003457307815551758,0.000576019287109375,0.08295845985412598
8,81.6,77.9,0.16242551803588867,0.0031604766845703125,0.0005743503570556641,0.0791466236114502
9,78.0,80.2,0.19707274436950684,0.0035572052001953125,0.0007402896881103516,0.09414839744567871
9,82.3,76.4,0.17581868171691895,0.0031347274780273438,0.0005927085876464844,0.08773922920227051
9,78.0,78.3,0.19537115097045898,0.0035283565521240234,0.0007348060607910156,0.09563970565795898
9,78.6,79.7,0.20244240760803223,0.003534078598022461,0.0006310939788818359,0.08131194114685059
9,75.6,77.8,0.18329381942749023,0.0031859874725341797,0.0006532669067382812,0.0914468765258789
9,76.7,79.1,0.1728837490081787,0.003172636032104492,0.0005598068237304688,0.08631253242492676
9,80.5,76.6,0.17442822456359863,0.003146648406982422,0.0005915164947509766,0.09073185920715332
10,70.9,76.7,0.18712615966796875,0.0031630992889404297,0.0006492137908935547,0.0916745662689209
10,73.4,76.5,0.36742067337036133,0.005873441696166992,0.0012364387512207031,0.11934566497802734
10,73.9,77.4,0.36397695541381836,0.005846738815307617,0.0009207725524902344,0.17542099952697754
10,81.5,77.6,0.26294994354248047,0.0043447017669677734,0.0009438991546630859,0.11940193176269531
10,82.4,77.2,0.21936440467834473,0.0035109519958496094,0.0008130073547363281,0.10596752166748047
10,81.5,77.0,0.2467656135559082,0.0039522647857666016,0.0008649826049804688,0.11949586868286133
10,50.2,79.1,0.2282109260559082,0.004221916198730469,0.0010902881622314453,0.1273798942565918
